Node1,Node2,AmntTrn,CntTrn,Alert
91874,49780,1255,3,0
91874,32408,1370,3,0
91901,48736,264,1,0
91901,81690,4764,1,0
91926,12246,3351,2,0
91926,6046,17060,2,0
91926,18360,595,1,0
91926,184026,16838,4,0
91926,191819,40528,2,0
91926,189804,1089,2,0
91926,125021,112817,3,0
91926,18717,6902,1,0
91926,4054,1106,3,0
91926,64926,4043,3,0
91926,42661,15321,1,0
91926,157350,187,1,0
91926,6093,2476,2,0
91926,713,7530,2,0
91926,14402,564,1,0
91926,182803,103469,1,0
91926,83287,97500,2,0
91926,155812,17882,3,0
91926,8580,260,1,0
91926,65789,7012,3,0
91926,8243,2618,1,0
91926,72926,245,1,0
91926,75786,58,2,0
91926,191457,12764,3,0
91926,200147,1180,1,0
91926,132489,23000,2,0
91926,25006,5044,1,0
91974,51775,3500,1,0
91980,88914,200,1,0
91989,119790,46,1,0
92016,78630,5828,1,0
92017,88914,31,1,0
92046,89009,2803,1,0
92052,109951,1432,2,0
92052,90083,155,1,0
92074,116616,914,3,0
92077,85742,427,1,0
92090,104799,82,3,0
92201,162130,3318,4,0
92226,64088,5840,1,0
92229,111626,24490,1,0
92249,66873,2076,4,0
92264,59857,285,1,0
92295,90763,700,3,0
92295,111626,250,1,0
92295,89863,525,3,0
92301,89863,710,1,0
92345,66505,48397,1,0
92347,167344,30668,1,0
92356,111626,1058,1,0
92372,89863,4590,3,0
92387,135928,1374,3,0
92390,110050,20,1,0
92398,59857,625,1,0
92405,80204,50,1,0
92423,50213,1700,2,0
92432,78111,700,1,0
92437,81261,900,2,0
92476,53450,113,1,0
92481,128547,7031,1,0
92481,189071,400,1,0
92481,41061,100,1,0
92481,86414,100,1,0
92481,141777,10,1,0
92481,82015,13139,11,0
92481,40056,6880,9,0
92484,56994,15338,3,0
92484,49780,225,3,0
92484,143304,5798,4,0
92491,80288,94000,3,0
92506,119681,387,2,0
92510,85742,800,2,0
92523,168184,6239,3,0
92524,111626,107,1,0
92554,108105,1964,3,0
92572,59900,200,1,0
92579,119681,952,2,0
92614,89863,1468,2,0
92614,115891,28016,4,0
92666,41061,5100,1,0
92666,42006,878507,2,0
92670,109830,60000,3,0
92728,32309,307,1,0
92740,176791,132,1,0
92740,182803,3321,2,0
92749,42836,303,1,0
92805,182803,132,1,0
92806,82913,18500,7,0
92806,17554,3200,2,0
92806,4644,20957,5,0
92858,46427,41018,3,0
92858,8123,83,1,0
92985,167447,2000,1,0
93011,60551,20550,4,0
93034,88064,1000,1,0
93037,90083,150,1,0
93070,128392,500,2,0
93129,59857,1183,2,0
93141,134151,400,1,0
93156,53371,186,1,0
93165,167447,1600,2,0
93177,50286,207,1,0
93177,133680,311,1,0
93192,168387,2274,2,0
93196,53450,300,1,0
93201,52083,708,3,0
93206,81261,662,1,0
93215,89800,283,2,0
93266,89863,1201,2,0
93268,58523,1573,1,0
93280,59857,958,2,0
93290,108648,135458,1,0
93299,53450,54,1,0
93321,124226,13235,2,0
93328,89863,1262,1,0
93367,85846,682,1,0
93378,78111,16,1,0
93396,81248,1679,3,0
93396,85742,1395,3,0
93399,24783,3,1,0
93449,111626,3,3,0
93459,89864,32800,6,0
93515,89863,195,1,0
93524,59909,210,1,0
93524,90821,363,3,0
93524,59857,277,3,0
93534,104799,3200,2,0
93546,90762,919,3,0
93547,88064,483,3,0
93563,24783,15000,3,0
93571,78949,13351,1,0
93571,75883,5040,1,0
93587,152708,300,1,0
93587,176886,83955,136,0
93587,143303,10,1,0
93587,9877,333,1,0
93587,76223,3325,6,0
93613,47710,30434,2,0
93639,18788,1220,1,0
93641,184046,628,2,0
93641,128934,1030,1,0
93641,143076,3269,2,0
93641,75884,76634,43,0
93641,59620,1209,3,0
93641,176886,36702,80,0
93650,53450,406,1,0
93651,159317,32816,1,0
93657,68217,19800,5,0
93677,68928,780,1,0
93685,14719,223267,1,0
93685,719,714,2,0
93685,191457,339,1,0
93685,44147,9704,3,0
93716,89863,400,3,0
93733,169326,20700,1,0
93745,78111,100,1,0
93771,88927,345,1,0
93772,110050,130,1,0
93787,167447,4350,1,0
93822,55261,60000,2,0
93865,59857,334,2,0
93908,89863,925,3,0
93914,50375,800,2,0
93947,89009,537,1,0
93954,47723,740,1,0
93954,107109,1297,3,0
93954,88064,2676,3,0
93954,89009,1297,3,0
93973,52080,695,3,0
94016,124533,100,3,0
94022,108588,4850,1,0
94090,115267,1095,1,0
94116,104799,581,1,0
94116,93587,351,1,0
94150,58509,196409,3,0
94172,104820,65000,1,0
94179,81248,700,1,0
94189,89779,500,1,0
94203,78111,226,1,0
94209,66873,106,1,0
94211,167190,1000,1,0
94212,119118,149,1,0
94212,169500,2200,2,0
94212,55039,1761,1,0
94234,111626,2550,3,0
94304,118807,525,1,0
94354,89863,82,1,0
94398,81235,460,1,0
94423,100846,483470,3,0
94464,89009,1324,1,0
94466,93587,63,3,0
94468,108467,360,1,0
94478,77877,4212,1,0
94594,116634,584,1,0
94600,108414,3000,2,0
94628,89009,597,3,0
94711,109951,100,1,0
94746,53450,49,1,0
94758,111626,200,1,0
94774,85795,1095,2,0
94774,53450,468,2,0
94812,100059,7306,1,0
94820,59857,400,3,0
94839,59857,931,2,0
94846,47723,1760,2,0
94866,88064,1451,1,0
94905,35741,1103,1,0
94921,99872,500,1,0
94923,40035,220,1,0
94944,52206,170,1,0
94976,50148,241150,13,0
94979,59857,477,1,0
94999,61360,250,1,0
95010,104709,86637,4,0
95020,53371,542,1,0
95047,37606,2,1,0
95089,66776,2290,2,0
95094,89863,680,2,0
95109,118767,643,2,0
95120,53450,63,2,0
95190,89863,857,2,0
95208,106065,100000,1,0
95213,51775,870,1,0
95272,89863,667,1,0
95300,110050,431,1,0
95370,115267,1450,2,0
95379,88803,30,1,0
95455,59900,1200,6,0
95470,133557,150,1,0
95490,89863,225,1,0
95542,89863,750,2,0
95562,53450,5434,1,0
95572,90659,2438,1,0
95579,76142,1022,2,0
95580,59857,3095,12,0
95582,90776,833,1,0
95584,53450,987,3,0
95587,105281,2572,1,0
95598,110121,260,1,0
95609,19782,4837,1,0
95629,81261,596,2,0
95649,78186,4240,4,0
95654,89863,117,1,0
95658,89863,223,1,0
95680,47723,788,1,0
95722,26388,515000,1,0
95740,85742,700,1,0
95746,89863,690,3,0
95748,128392,1960,4,0
95754,64136,573,1,0
95853,51775,600,2,0
95883,108105,496,1,0
95895,59857,1950,6,0
95966,109823,1583,1,0
95981,47723,1046,2,0
95981,66873,321,1,0
95981,133625,39413,4,0
95997,90083,350,1,0
96008,104799,867,2,0
96009,63814,383,1,0
96058,169581,896,2,0
96063,111626,219,1,0
96065,78128,1254,2,0
96090,89863,2100,3,0
96169,81235,1600,2,0
96199,66873,121,1,0
96216,26149,1312,3,0
96219,47723,769,1,0
96232,108357,235,1,0
96236,87829,737,4,0
96251,109992,318415,1,0
96255,167283,100,1,0
96267,53450,315,3,0
96321,53450,1263,3,0
96340,119681,3827,1,0
96380,163254,20188,3,0
96383,163050,74297,1,0
96408,111626,534,3,0
96420,85846,1106,2,0
96425,111626,739,1,0
96442,167344,34119,1,0
96443,78839,2416,1,0
96468,163107,30400,4,0
96535,50206,765,2,0
96543,167098,2321,1,0
96556,88914,734,2,0
96560,89863,1364,1,0
96567,85846,5099,1,0
96572,99872,2700,4,0
96577,19783,1666,1,0
96580,26116,1000,1,0
96618,108467,1200,3,0
96625,124468,8562,1,0
96643,88064,898,2,0
96655,40948,1000,1,0
96655,41939,672,2,0
96657,157981,2000,1,0
96657,31179,441,1,0
96662,41374,6000,2,0
96720,57211,15608,1,0
96736,78949,696,3,0
96743,138824,23481,3,0
96744,135928,500,2,0
96744,4058,61045,10,0
96744,43196,10107,1,0
96744,177989,233,3,0
96744,57772,4746,1,0
96744,108105,470,2,0
96744,73900,2635,1,0
96745,157471,351,1,0
96749,86245,105,1,0
96773,109788,25000,1,0
96782,75919,140,1,0
96782,48801,1968,2,0
96792,54058,623,3,0
96792,108100,2484,4,0
96792,86999,8500,3,0
96792,76142,15900,9,0
96792,24315,9650,4,0
96792,58728,1500,1,0
96792,19810,19755,7,0
96792,61195,384,4,0
96792,100965,30229,6,0
96792,169281,28728,3,0
96792,87839,5000,1,0
96792,87846,2500,2,0
96792,80235,15,4,0
96792,110428,36800,3,0
96792,126436,1550,3,0
96792,168440,121910,9,0
96792,117294,16699,5,0
96792,100061,4354,4,0
96792,66472,10250,3,0
96792,115923,35000,4,0
96792,118823,3200,2,0
96792,168404,3200,2,0
96792,53579,500,1,0
96792,66753,14000,7,0
96792,115272,25000,4,0
96792,117282,60,1,0
96792,117266,8974,13,0
96792,53369,10759,2,0
96792,58523,5000,1,0
96792,115299,300,1,0
96792,63934,2030,3,0
96792,128416,400,1,0
96792,53317,4400,2,0
96792,78233,8000,2,0
96792,51681,23000,3,0
96792,117450,13669,11,0
96792,75969,1000,2,0
96792,110076,450,1,0
96792,169362,60000,4,0
96792,64167,28600,6,0
96792,169569,5000,1,0
96792,87673,541,2,0
96792,169549,2100,9,0
96792,66768,10500,2,0
96792,126456,15600,5,0
96792,35668,35350,16,0
96792,80119,6590,10,0
96792,58700,20000,1,0
96792,124195,4000,1,0
96792,126664,8000,2,0
96792,110373,2950,1,0
96792,24357,16766,15,0
96792,63540,6120,20,0
96792,107559,19980,3,0
96792,52191,19393,4,0
96792,58059,11600,1,0
96792,100835,22000,6,0
96792,57269,6410,4,0
96792,166946,25480,9,0
96792,52135,6675,4,0
96792,80311,3650,3,0
96792,19134,25001,5,0
96792,107598,5300,10,0
96792,167457,4500,1,0
96792,100868,200,1,0
96792,104570,14237,4,0
96792,109391,1521,2,0
96792,109404,29882,18,0
96792,85604,57000,7,0
96792,103178,50,1,0
96792,108314,48000,6,0
96792,24401,12690,2,0
96792,100708,24,1,0
96792,167151,1700,4,0
96792,108588,7600,2,0
96792,104892,1500,3,0
96792,134415,14108,14,0
96792,104849,10000,2,0
96792,104837,15804,3,0
96792,115889,9650,1,0
96792,108669,4,1,0
96792,90768,12700,1,0
96792,52306,2427,2,0
96792,63386,64284,8,0
96792,107501,1200,1,0
96792,66896,8343,15,0
96792,107516,4371,7,0
96792,26145,2700,2,0
96792,24460,36500,9,0
96792,123068,100000,5,0
96792,167368,100,1,0
96792,53434,1600,1,0
96792,123044,250330,13,0
96792,26114,6840,9,0
96792,89176,66195,11,0
96792,78625,8140,8,0
96792,134514,872,3,0
96792,111709,40,1,0
96792,100725,16700,3,0
96792,100722,5100,2,0
96792,119082,4440,8,0
96792,88699,58000,4,0
96792,55398,7200,2,0
96792,56722,140000,7,0
96792,56679,26538,13,0
96792,55413,29010,21,0
96792,11781,72958,968,0
96792,90346,400,1,0
96792,58170,300,1,0
96792,111795,3323,6,0
96792,116680,264370,45,0
96792,90804,21300,2,0
96792,133444,2720783,139,0
96792,88805,26000,9,0
96792,104549,239775,22,0
96792,107884,22700,5,0
96792,90380,2500,1,0
96792,90390,9640,2,0
96792,88787,5750,4,0
96792,40959,11358,3,0
96792,58721,2680,2,0
96792,60035,1012,4,0
96792,105316,27000,3,0
96792,101009,5397,4,0
96792,132159,44109,8,0
96792,60034,1442,2,0
96792,55264,14199,2,0
96792,66136,80,4,0
96836,88914,710,2,0
96876,59857,782,1,0
96879,123004,2121,1,0
96894,52279,115,2,0
96903,59900,150,1,0
97030,53371,1631,1,0
97056,89009,1518,2,0
97056,107109,570,3,0
97056,47723,772,3,0
97056,66873,570,3,0
97073,89009,181,1,0
97077,162180,1458,3,0
97095,99872,1500,3,0
97108,90083,155,1,0
97108,109951,678,1,0
97118,119681,4800,1,0
97131,88064,673,1,0
97143,106051,125,1,0
97145,51775,647,2,0
97147,88064,773,1,0
97157,79973,2321,1,0
97185,89863,2309,1,0
97193,53450,208,2,0
97195,19251,5141,5,0
97197,99872,400,1,0
97220,53450,3886,1,0
97239,167447,450,1,0
97256,88914,457,1,0
97305,50375,0,1,0
97309,24783,100,1,0
97325,59857,1218,2,0
97368,77914,4211,1,0
97373,89863,1500,3,0
97385,51811,1500,1,0
97392,53371,865,2,0
97426,81235,1364,3,0
97429,47723,42,1,0
97437,110050,420,5,0
97444,109902,400,1,0
97538,24783,517,1,0
97541,26149,767,1,0
97570,163254,7406,1,0
97577,81482,1575,1,0
97593,104799,200,1,0
97620,24783,252,3,0
97621,135814,2354,1,0
97631,81186,800,1,0
97641,100675,750,1,0
97713,59857,1764,3,0
97764,85763,217,1,0
97780,109951,744,1,0
97794,61281,38000,3,0
97794,133680,1090,1,0
97805,66760,120,1,0
97808,89800,244,1,0
97812,89863,1050,3,0
97822,93641,300,3,0
97829,117167,8123,4,0
97834,59868,2020,1,0
97864,163298,316,3,0
97923,53371,639,1,0
97925,89863,15,1,0
97945,99954,1604,3,0
97971,93641,339,2,0
98015,66873,484,1,0
98055,90083,155,1,0
98078,53450,42,1,0
98086,100538,76898,3,0
98104,110050,150,1,0
98106,116506,750,2,0
98109,111626,1371,2,0
98123,85829,1015,3,0
98146,163330,417,3,0
98169,119064,773,1,0
98173,85930,20348,3,0
98186,111626,1251,1,0
98210,81248,737,1,0
98238,51775,2785,3,0
98276,66873,54,1,0
98283,104631,370,1,0
98301,26149,2892,1,0
98418,63823,651,3,0
98418,90340,2914,3,0
98423,85413,14362,6,0
98434,109795,272,1,0
98440,89863,301,1,0
98447,107486,764,1,0
98448,111626,1338,1,0
98456,88914,1106,1,0
98467,124533,274,3,0
98478,53371,118,1,0
98505,53450,1946,2,0
98530,132103,714,2,0
98546,77890,900,3,0
98582,51787,624,1,0
98588,108467,445,1,0
98611,51787,1161,3,0
98619,111626,119,1,0
98662,104803,11271,1,0
98664,89863,758,1,0
98667,53371,1872,2,0
98697,133596,350,1,0
98712,88080,24300,2,0
98790,85846,600,3,0
98790,53371,500,4,0
98829,54222,815,1,0
98842,24783,280,3,0
98853,89863,1500,2,0
98857,19625,171,3,0
98877,58086,250,1,0
98939,108105,12,1,0
98959,90309,3491,1,0
98974,106051,20,1,0
98977,81248,669,1,0
98993,81235,3471,2,0
98993,108105,969,3,0
98993,56691,1161,3,0
98993,78111,3041,3,0
99034,89863,218,1,0
99042,53450,3256,3,0
99061,128392,919,1,0
99078,53450,394,1,0
99085,85846,329,3,0
99089,117450,271,3,0
99097,85846,178,1,0
99123,53450,1459,5,0
99123,63814,158,1,0
99123,81235,858,3,0
99123,51775,1416,3,0
99123,107109,728,3,0
99123,105281,1899,3,0
99123,128392,1000,3,0
99135,64136,573,1,0
99151,126676,3000,2,0
99195,88064,2000,2,0
99207,24783,2295,1,0
99262,85784,7659,8,0
99291,85431,10150,4,0
99297,24783,1796,1,0
99307,81235,592,1,0
99342,88914,28,2,0
99351,81235,1105,1,0
99352,89863,588,1,0
99357,26149,59,1,0
99395,166946,2072,1,0
99407,88064,624,2,0
99427,81261,2430,3,0
99435,85795,1500,3,0
99439,47723,2,1,0
99442,114223,595,1,0
99452,117404,7694,3,0
99505,26416,10168,5,0
99511,89863,91,2,0
99520,89863,936,1,0
99540,162257,24000,2,0
99548,88914,1242,2,0
99551,51775,569,2,0
99553,134506,2604,3,0
99591,61089,13950,1,0
99611,89863,573,1,0
99613,123037,862,1,0
99630,53371,1456,1,0
99636,89209,4666,2,0
99648,66720,72,1,0
99669,77890,19595,12,0
99729,162144,300,1,0
99741,117438,20000,1,0
99750,85742,844,1,0
99781,66873,441,1,0
99801,111626,150,2,0
99801,85829,350,2,0
99801,53450,1100,6,0
99813,115697,300,1,0
99826,99904,320,1,0
99855,99887,53740,19,0
99855,42051,137,2,0
99858,49780,255,1,0
99858,143304,5526,1,0
99865,78949,3922,4,0
99865,6093,25588,3,0
99865,108357,15000,1,0
99872,189120,9816,1,0
99872,185112,6098,15,0
99872,69720,246,3,0
99872,183947,1000,2,0
99872,72980,1500,1,0
99872,76223,1507,4,0
99872,79887,514,2,0
99872,66997,4036,25,0
99872,175549,3600,3,0
99872,19153,465,1,0
99872,110033,4049,9,0
99872,157679,6220,17,0
99872,21400,85,1,0
99872,18595,40,2,0
99872,176886,49848,154,0
99872,12144,14130,5,0
99887,99855,31400,8,0
99887,104873,50350,20,0
99904,99826,1100,2,0
99913,143277,4537,5,0
99913,77657,200000,3,0
99913,20308,516,2,0
99934,76676,842,1,0
99934,713,112,2,0
99934,177989,432,3,0
99954,65789,1170,3,0
99954,15003,12722,5,0
99988,78949,197,1,0
99989,41061,600,1,0
99989,78949,82567,3,0
99989,22408,177907,5,0
99997,143060,691,1,0
99997,42173,1000,5,0
100002,77904,40000,1,0
100002,32805,468277,2,0
100002,32641,300,2,0
100015,200718,556,1,0
100020,59710,7671,3,0
100024,62241,90,1,0
100034,176189,325,1,0
100034,25590,1000,1,0
100041,90450,12560,8,0
100078,30746,8494,4,0
100078,182803,2588,2,0
100078,25578,42,1,0
100091,24695,222,3,0
100106,183966,714,1,0
100114,53450,266472,6,0
100114,81557,78000,6,0
100114,64926,747,1,0
100187,14414,198,1,0
100187,55370,26549,5,0
100187,78949,66643,4,0
100187,143060,381,3,0
100187,7216,8,1,0
100187,20826,1134,2,0
100240,63814,803,5,0
100242,88914,600,3,0
100248,26185,161,1,0
100276,53275,3290,2,0
100286,89009,996,3,0
100322,78111,30,1,0
100348,26122,400,1,0
100361,89209,534,2,0
100367,89863,1618,2,0
100406,109516,3075,2,0
100406,52150,1012,1,0
100409,89209,800,1,0
100416,96780,7144,1,0
100419,52543,1470,1,0
100447,47723,3,1,0
100499,52241,1875,25,0
100499,27619,5300000,2,0
100505,53525,100000,1,0
100517,157933,4302,3,0
100517,53413,1614,1,0
100524,50375,13000,1,0
100524,89132,26000,1,0
100524,89863,22200,1,0
100526,8610,58,1,0
100537,89800,183,1,0
100554,115467,1035,1,0
100628,50953,312,1,0
100628,89163,207,1,0
100645,26185,161,1,0
100654,100917,994,1,0
100660,42969,185,2,0
100662,124533,40,3,0
100665,76676,318,1,0
100675,73433,520,1,0
100675,127164,6496,2,0
100675,17463,369,1,0
100675,141777,50,1,0
100675,157781,82,1,0
100675,7216,1100,4,0
100704,128569,1635,6,0
100718,59710,2500,1,0
100723,80580,12095,1,0
100723,81261,1574,1,0
100723,68558,2786,1,0
100733,162165,17650,4,0
100733,183924,8360,3,0
100740,62250,51816,2,0
100762,10136,760,1,0
100762,143060,3672,5,0
100762,120362,900,1,0
100762,182803,4201,3,0
100762,10314,592,1,0
100776,48850,1500,1,0
100809,85666,1227,2,0
100809,51775,4144,4,0
100809,5367,1831,1,0
100809,108025,4139,3,0
100822,32816,8438,2,0
100822,28741,631,1,0
100832,11781,139,1,0
100846,7238,2200,1,0
100846,41061,5623,4,0
100846,143303,240,2,0
100846,169581,24677,1,0
100846,107548,494,2,0
100851,6093,94,1,0
100851,54673,30600,1,0
100854,30134,446,3,0
100854,89082,57134,4,0
100856,116558,1100,1,0
100873,86316,9046,3,0
100873,10314,2626,2,0
100874,36288,19917,1,0
100874,65775,1204,2,0
100879,100885,57166,1,0
100879,127138,3028,2,0
100879,65775,746,4,0
100885,100879,2859,1,0
100902,66720,158,1,0
100903,78949,5368,9,0
100903,7216,122,1,0
100903,102259,25585,1,0
100904,54968,9550,9,0
100917,22454,620,4,0
100917,143076,22333,8,0
100917,100918,35000,2,0
100917,141996,2800,7,0
100917,54579,45400,1,0
100917,138783,450,1,0
100917,76223,15910,10,0
100917,100654,9616,15,0
100917,202174,571,3,0
100917,22541,43972,2,0
100917,54218,2300,1,0
100917,200163,217,1,0
100917,13220,11893,1,0
100923,49780,161,1,0
100923,100930,120000,1,0
100923,143304,20301,2,0
100923,162041,652,1,0
100930,109880,3624,1,0
100947,89863,2794,1,0
100953,123577,5000,1,0
100965,117145,9099,2,0
100965,67232,36,1,0
100969,7216,71,1,0
100984,55042,50,1,0
101009,26335,475,3,0
101010,78949,418,1,0
101015,67077,6500,4,0
101020,22454,227,2,0
101020,4994,211,3,0
101020,96792,1,1,0
101093,11781,332,4,0
101133,188933,50000,1,0
101133,78949,3853,1,0
101136,94116,15061,2,0
101142,57670,11789,2,0
101142,65789,1051,2,0
101142,182803,5903,4,0
101142,10314,890,2,0
101142,191819,3170,2,0
101142,8243,98935,3,0
101161,35346,270,1,0
101164,104471,4500,2,0
101164,104482,1040,3,0
101195,115891,4537,2,0
101207,90762,39986,1,0
101257,89009,360,3,0
101263,111626,572,2,0
101331,89863,600,3,0
101338,53420,349,1,0
101362,54228,6409,1,0
101401,126305,483720,1,0
101446,85795,922,1,0
101455,108467,2480,2,0
101472,66603,1690,2,0
101497,108105,10,1,0
101532,99872,608,1,0
101535,47789,580,3,0
101555,162225,2500,2,0
101558,111626,756,1,0
101558,128392,2313,3,0
101561,89863,40,1,0
101568,88064,505,2,0
101606,115267,500,2,0
101608,59857,183,1,0
101610,91901,2052,1,0
101619,59857,11800,1,0
101629,60057,577,3,0
101643,40942,100,1,0
101681,104631,1120,1,0
101682,85795,402,2,0
101689,81261,2125,3,0
101708,104799,827,1,0
101720,81248,12,3,0
101763,34537,100000,66,0
101793,6093,128,2,0
101801,114223,2200,1,0
101817,27710,467863,3,0
101931,85621,1617,1,0
101931,110368,7378,2,0
101976,90309,5706,1,0
101992,53450,1732,2,0
102026,89863,539,2,0
102031,59857,137,1,0
102036,66603,2890,3,0
102087,81248,393,1,0
102087,63814,717,2,0
102108,89863,1591,1,0
102110,108467,539,2,0
102130,53450,600,3,0
102164,81248,576,1,0
102164,59857,1385,3,0
102182,85795,512,4,0
102182,89863,511,4,0
102182,26149,3603,3,0
102218,85784,1895,1,0
102233,51775,690,1,0
102259,16620,5512,3,0
102259,7216,183,1,0
102259,78949,4199,9,0
102270,162873,100,1,0
102281,167098,1131,1,0
102293,7216,122,1,0
102324,78839,145206,1,0
102332,85795,495,3,0
102374,89863,31,1,0
102408,128392,500,1,0
102419,53450,444,1,0
102434,108414,2400,3,0
102459,92481,1835,7,0
102471,40943,104825,1,0
102491,108105,2267,1,0
102511,167162,1580,1,0
102543,83466,150,1,0
102569,104799,166,1,0
102595,66720,100,1,0
102632,90083,830,5,0
102661,88035,284,1,0
102680,88914,186,1,0
102687,163149,160,1,0
102720,99989,5024,3,0
102747,88035,3408,3,0
102814,89191,399,2,0
102816,56691,8392,2,0
102828,85829,61,1,0
102831,110050,120,1,0
102865,53450,1875,3,0
102865,88035,1492,3,0
102948,47723,1926,1,0
102967,81261,1666,2,0
102967,81248,2901,3,0
102967,51775,9398,1,0
102989,104631,745,1,0
103004,110013,476,1,0
103054,118734,714,1,0
103063,89209,1,2,0
103082,90083,484,1,0
103103,78111,409,1,0
103134,85784,1049,1,0
103142,78111,404,2,0
103144,104631,920,1,0
103146,100917,1961,1,0
103155,93641,300,1,0
103178,55334,20,1,0
103209,40926,202,1,0
103209,89863,1212,2,0
103209,111626,404,1,0
103209,53450,606,2,0
103237,134271,1844,1,0
103259,78949,7798,1,0
103265,138034,4510,2,0
103265,78949,5265,4,0
103341,81257,3024,3,0
103344,168207,1087,1,0
103352,50148,3815,2,0
103385,89863,4,1,0
103393,110050,280,2,0
103452,35741,2431,4,0
103490,169456,5000,2,0
103508,99989,823729,4,0
103533,85784,787,2,0
103550,110228,425929,1,0
103562,105281,87,1,0
103590,167162,8885,1,0
103620,169581,6017,1,0
103632,167162,1370,1,0
103646,118909,1666,1,0
103646,119118,1056,1,0
103648,169581,2145,3,0
103648,168217,11491,3,0
103671,163220,458,1,0
103679,53450,1175,2,0
103687,26149,1627,1,0
103728,89863,1330,2,0
103728,167197,2400,3,0
103748,53450,1369,3,0
103782,50374,120,1,0
103830,85892,450,3,0
103832,85795,449,1,0
103832,90607,475,1,0
103832,104799,1013,2,0
103849,26414,14242,1,0
103857,89009,1532,1,0
103857,47723,238,1,0
103867,24764,2208,1,0
103868,89009,21,2,0
103881,40959,3000,1,0
103895,99872,360,1,0
103919,90083,155,1,0
103927,88914,1138,3,0
103979,104799,1098,2,0
103981,93641,426,1,0
104009,53371,196,1,0
104040,78111,120,1,0
104094,163050,62761,1,0
104113,85763,256,2,0
104118,111791,20,1,0
104121,85795,830,2,0
104145,167162,4191,1,0
104174,124533,163,4,0
104196,89863,62,3,0
104210,81261,1723,4,0
104284,89863,410,3,0
104289,168554,336,2,0
104298,85795,66,1,0
104418,89132,2942,2,0
104457,54447,6143,1,0
104457,49780,21,1,0
104457,143304,375,1,0
104471,101164,22500,13,0
104471,177238,867,1,0
104471,111665,8900,8,0
104471,21378,8650,1,0
104471,60298,7670,1,0
104474,41061,240,1,0
104474,63814,17000,1,0
104474,89863,23000,1,0
104474,89132,26000,1,0
104474,111626,23200,1,0
104538,128443,856,6,0
104539,182803,29,1,0
104549,48208,130000,3,0
104551,35865,1134,8,0
104552,86342,4347,3,0
104552,64287,16500,3,0
104552,64926,1620,1,0
104561,37416,14954,1,0
104561,35742,70870,3,0
104567,15112,149975,1,0
104570,100147,271,2,0
104592,78949,419,1,0
104614,141777,14719,3,0
104614,110221,420,3,0
104631,65789,2380,4,0
104633,31197,150000,1,0
104634,32372,575,4,0
104635,143299,1190,1,0
104635,13328,1309,1,0
104635,142962,455000,1,0
104635,167252,952,1,0
104635,18752,595,1,0
104635,17795,1547,1,0
104635,76620,200000,2,0
104635,104679,45000,4,0
104635,73900,6996,1,0
104635,79994,210000,3,0
104635,143493,179,1,0
104635,78468,1071,1,0
104635,5620,2142,1,0
104635,11327,10743,1,0
104635,13200,1190,1,0
104635,1176,5799,1,0
104635,156324,1250,1,0
104635,57657,5392,2,0
104635,6046,550000,3,0
104635,14586,476,1,0
104635,75718,2017,1,0
104635,57670,21169,1,0
104635,189172,4463,1,0
104635,64445,4034,1,0
104635,156693,1071,1,0
104635,64575,2797,1,0
104635,10353,1131,1,0
104635,129249,1666,1,0
104635,202386,357,1,0
104635,73560,16779,1,0
104659,78949,10946,7,0
104692,35346,552,1,0
104704,141777,107731,3,0
104709,189818,20351,2,0
104709,122016,14913,2,0
104709,69720,63857,4,0
104709,177872,11565,3,0
104718,35769,82,1,0
104718,40091,20,1,0
104736,104739,16500,9,0
104741,104736,5700,2,0
104777,202218,130,1,0
104777,124120,983,3,0
104777,191457,340,2,0
104777,10136,1329,2,0
104777,182803,4522,3,0
104777,32719,10885,2,0
104780,191819,4015,3,0
104780,64926,15130,2,0
104780,182803,11556,3,0
104780,92682,45485,3,0
104780,713,449,3,0
104780,120362,160343,4,0
104780,46817,1015,1,0
104780,128614,406,1,0
104780,8063,246,1,0
104794,111808,52,1,0
104794,141517,1100,3,0
104799,157679,15578,17,0
104799,182820,1333,1,0
104799,152674,127,1,0
104799,116113,72,1,0
104799,143063,482,1,0
104799,41061,85,2,0
104799,176366,213,1,0
104799,42215,1408,1,0
104799,47960,570,3,0
104799,176886,607769,1282,0
104799,200754,977,1,0
104799,2304,258,1,0
104799,129321,183,1,0
104799,76223,3180,3,0
104799,59029,168,1,0
104799,19095,35,1,0
104799,41937,186,1,0
104799,184945,253,1,0
104799,48124,100,1,0
104799,19022,321,1,0
104799,11048,1500,2,0
104799,18663,50,1,0
104799,143303,95,3,0
104799,68056,22,2,0
104799,118438,330,1,0
104799,32406,1801,2,0
104799,68061,17,1,0
104799,126901,1137,1,0
104807,78949,3095,1,0
104826,20364,30,1,0
104844,5568,91565,5,0
104859,86203,5408,4,0
104859,182803,336,1,0
104859,30134,179,1,0
104867,143303,16618,2,0
104867,200282,11732,1,0
104873,99887,5000,1,0
104911,141777,19830,3,0
104917,73900,3696,1,0
104917,6093,8499,2,0
104917,71196,5840,1,0
104936,100902,17,1,0
104936,35865,15,2,0
105003,85763,709,3,0
105007,88064,793,1,0
105063,108467,225,3,0
105081,85846,1619,2,0
105090,87947,44184,1,0
105125,90083,355,1,0
105128,81248,187,1,0
105141,105284,564,1,0
105156,108582,300,1,0
105160,177009,912,1,0
105162,80875,322,2,0
